$Price/Unit,% 1-Bed,% 2-Bed,% 3-Bed,% Studios,Affordable Type,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Ask Rent/SF,Ask Rent/Unit,Average Weighted Rent,Avg Concessions %,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Avg Unit Size,Building Address,Building Class,Building Location,Building Name,Building Operating Expenses,Building Park,Building Status,Building Tax Expenses,Cap Rate,Ceiling Height Range,City,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Construction Material,Core Factor,County Name,Cross Street,Days On Market,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Effective Rent/SF,Effective Rent/Unit,Energy Star,Exp Year,Features,For Sale Price,For Sale Status,Gas,Heating,LEED Certified,Land Area (AC),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Market Name,Market Segment,Max Building Contiguous Space,Max Floor Contiguous Space,Number Of 1 Bedrooms,Number Of 2 Bedrooms,Number Of 3 Bedrooms,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Other Bedrooms,Number Of Parking Spaces,Number Of Stories,Number Of Studios,Number Of Units,Office Space,One Bedroom Mix,One Bedroom Rent High,One Bedroom Rent Low,Ops Expense,Ops Expense Per SF,Other Bedroom Rent High,Other Bedroom Rent Low,Other Mix,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parking Ratio,Parking Spaces/Unit,Percent Leased,Power,Primary Agent Name,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Rail Lines,Rent Type,Rentable Building Area,Secondary Type,Serial,Services,Sewer,Smallest Available Space,Sprinklers,Star Rating,State,Style,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Submarket Name,Tax Year,Taxes Per SF,Taxes Total,Three Bedroom Mix,Three Bedroom Rent High,Three Bedroom Rent Low,Total Available Space (SF),Total Buildings,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,Two Bedroom Mix,Two Bedroom Rent High,Two Bedroom Rent Low,Typical Floor Size,Vacancy %,Water,Year Built,Year Renovated,Zip,Zoning
,,,,,,,,,,,,-,,-,-,-,-,-,-,,538 Florida St,C,,,2013 Tax @ $1.18/sf,,Existing,2013 Tax @ $1.18/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.1492,,,38.105255,,,,,,,-122.256904,North Bay/Santa Rosa,,,,,,,,0,,,30,2,,,,,,,,,,,,538 Florida St,"Vallejo, CA 94590",,Silvers Valerie J,,0056-131-090,0056-131-090,9.14,,100,,,,,,,,6004780,Office,,,3282,,A1F81A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.18,3880.18,,,,,,,,,,,0,,,,1641,,,1949,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1000-1006 NE Marin St,B,,Vallejo Professional Building,2013 Tax @ $1.34/sf,,Existing,2013 Tax @ $1.34/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.1837,38168,700000,38.105305,,,,,,,-122.256291,North Bay/Santa Rosa,,,,,,,,0,,,7,2,,,,,,,,,,,,52 Mira Loma Rd,"Orinda, CA 945632332",,Farideh Mazaheri Trust,,0056-133-160,0056-133-170,0.99,,100,,,,,,,,846507,Office,,,7090,,SO7262,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.34,9476.74,,,,,,,,,,,0,,,,3545,,,1949,,94590,"N/AV, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1419 Tennessee St,C,,,2013 Tax @ $0.84/sf,,Existing,2013 Tax @ $0.84/sf,,,Vallejo,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,0.1754,,,38.1095125,,,,,,,-122.2405509,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,1419 Tennessee St,"Vallejo, CA 94590",,Ocampo Oscar S & Norma B,,0057-074-250,0057-074-250,1,,100,,,,,,,,6004837,Office,,,4992,,A1GG1A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.84,4168.4,,,,,,,,,,,0,,,,4992,,,1949,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,437-501 Tuolumne St,C,,,2013 Tax @ $0.52/sf,,Existing,2013 Tax @ $0.52/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.1527,,,38.1038382,,,,,,,-122.2385663,North Bay/Santa Rosa,,,,,,,,0,,,6,1,,,,,,,,,,,,156 Westport Ln,"Vallejo, CA 94591",,Cabrera Virgilio D & M S,,0057-144-060,0057-144-060,1.38,,100,,,,,,,,6079990,Office,,,4363,,AAS92A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.52,2264.42,,,,,,,,,,,0,,,,4363,,,1949,,94590,
,,,,,,Property Manager on Site,,,,,,Withheld,,-,Withheld,-,-,-,-,,Railroad Ave @ 8th St,C,,Bldg 65,,Mare Island,Existing,,,,Vallejo,,,,,Masonry,,Solano,8th St,,Lennar Partners,33224,,33224,,,,,,Property Manager on Site,,N,,,,0.47,,,38.099234,Mare Island Naval Base,"Vallejo, CA 94590",,,Lennar Partners,7075624000,-122.270567,North Bay/Santa Rosa,,33224,33224,,,,,0,,,10,1,,,,,,,,,,,,Mare Island Naval Base,"Vallejo, CA 94590",,Lennar Partners,7075624000,0066-020-060,0066-020-060,,,0,,,Mare Island Naval Base,"Vallejo, CA 94590",,Lennar Partners,7075624000,351438,Office,,,33224,,SO7370,,,33224,,2 Star,CA,,0,,0,Solano County,Benicia/Vallejo,,,,,,,33224,,,33224,0,33224,0,33224,,,,33224,,,1949,,94592,Commercial
,,,,,,Property Manager on Site,,,,,,Withheld,,-,Withheld,-,-,-,-,,Waterfront Ave @ 5th St,C,,Bldg 69,,Mare Island,Existing,,,,Vallejo,,,,,Masonry,,Solano,5th St,,Lennar Partners,64205,,64205,,,,,,Property Manager on Site,,N,,,,0.47,,,38.10227,Mare Island Naval Base,"Vallejo, CA 94590",,,Lennar Partners,7075624000,-122.270959,North Bay/Santa Rosa,,64205,32103,,,,,0,,,10,2,,,,,,,,,,,,1601 Washington Ave Suite # 700,"Miami Beach, FL 331393164",,LNR Property Corporation,3056955500,0066-020-060,0066-020-060,,,0,,,690 Walnut Ave Suite # 100,"Vallejo, CA 94592",Kaye Hadsell,Lennar Homes,7075624000,351523,Office,,,64205,,SO7607,,,32102,,2 Star,CA,,0,,0,Solano County,Benicia/Vallejo,,,,,,,64205,,,64205,0,64205,0,64205,,,,64205,,,1949,,94592,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,235-275 N 1st St,C,,,"2013 Tax @ $0.33/sf, 2011 Est Tax @ $0.32/sf; 2012 Ops @ $0.64/sf, 2011 Est Ops @ $0.84/sf",Archer Plaza,Existing,"2013 Tax @ $0.33/sf, 2011 Est Tax @ $0.32/sf; 2012 Ops @ $0.64/sf, 2011 Est Ops @ $0.84/sf",,,Dixon,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.7099,12/28/2012 12:00,,38.447266,255 N 1st St,"Dixon, CA  956203027",Gary Archer,7076781094,Archer & Ficklin,7076781092,-121.822779,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,255 N 1st St,"Dixon, CA  956203027",,Plaza Properties Gk Llc,,0113-056-030,0113-056-030,,,100,,Gary Archer,,,,,,5503897,Office,,,12000,,A68MPA,,,,,2 Star,CA,,,,,Solano County,Vacaville/Dixon,2013,0.33,3999.56,,,,,,,,,,,0,,,,12000,,,1950,,956203027,
,,,,,,,,,,,,10.2,,-,10.2,-,-,-,-,,130 W A St,C,,,2013 Tax @ $2.37/sf,,Existing,2013 Tax @ $2.37/sf,,,Dixon,,,,,Masonry,,Solano,,,,2069,Modified Gross,2069,,,,,,,,N,,,,0.0482,,,38.4457022,1300 Oliver Rd Suite # 300,"Fairfield, CA  945343413",Chris Wallace,7074219958,"Premier Commercial, Inc.",7074367300,-121.8231272,North Bay/Santa Rosa,,2069,2069,,,,,0,,,5,1,,,,,,,,,,,,5312 Ravenridge Pl,"Fairfield, CA  945344094",,Robert E & Annemarie H Lando,,0113-055-120,0113-055-120,2.27,,0,,Chris Wallace,,,,,,5500723,Office,,,2069,,A4NTPA,Direct - Modified Gross,,2069,,2 Star,CA,,0,,0,Solano County,Vacaville/Dixon,2013,2.37,4898.8,,,,2069,,,2069,0,2069,0,2069,,,,2069,,,1950,,956203428,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1620 Springs Rd,C,,,2013 Tax @ $0.96/sf,,Existing,2013 Tax @ $0.96/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.12,,,38.1062516,,,,,,,-122.2239148,North Bay/Santa Rosa,,,,,,,,0,,,4,1,,,,,,,,,,,,122 Sandhurst Ct,"Vallejo, CA 94591",,Dhami Amrik Singh,,0069-144-130,0069-144-130,1.62,,100,,,,,,,,6080076,Office,,,2465,,AAU82A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.96,2365.86,,,,,,,,,,,0,,,,2464,,,1950,,94591,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,343 Travis Blvd,C,,,2013 Tax @ $0.86/sf,,Existing,2013 Tax @ $0.86/sf,,,Fairfield,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.27,,,38.258027,343 Travis Blvd,"Fairfield, CA  94533",Kay Lam,,Lam Harvey M & Kay W,,-122.0369118,North Bay/Santa Rosa,,,,,,,,0,,,10,1,,,,,,,,,,,,343 Travis Blvd,"Fairfield, CA  94533",,Lam Harvey M & Kay W,,0030-061-040,0030-061-040,4.63,,100,,Kay Lam,,,,,,8203035,Office,,,2161,Medical,BSB64A,,,,,1 Star,CA,,,,,Solano County,Fairfield/Suisun City,2013,0.86,1869,,,,,,,,,,,0,,,,2456,,,1951,,94533,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1434 Springs Rd,B,,,2013 Tax @ $1.07/sf,,Existing,2013 Tax @ $1.07/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.13,37790,390000,38.106267,345 Gellert Blvd Suite # D,"Daly City, CA 94015",Christina Lee,6509911800,Nation Home Realty & Mortgage,6509911900,-122.225567,North Bay/Santa Rosa,,,,,,,,0,,,8,1,,,,,,,,,,,,345 Gellert Blvd Suite # D,"Daly City, CA 94015",Daniel Lee,Nation Home Realty & Mortgage,6509911900,0069-135-050,0069-135-050,5.25,,100,,Christina Lee,,,,,,767503,Office,,,1524,,SO8115,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.07,1638.08,,,,,,,,,,,0,,,,1524,,,1951,,945915447,"N/Av, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,329 Tennessee St,C,,,2013 Tax @ $4.48/sf,,Existing,2013 Tax @ $4.48/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.34,,,38.109845,,,,,,,-122.257038,North Bay/Santa Rosa,,,,,,,,0,,,20,1,,,,,,,,,,,,155 Paraiso Pl,"San Francisco, CA 94132",,Valdez Amelia B,,0056-071-270,0056-071-270,,,100,,,,,,,,37118,Office,,,1140,,SO6809,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,4.48,5106.26,,,,,,,,,,,0,,,,1140,,,1951,,945904450,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,910-912 Texas St,C,,Guild Thrift Shop,2014 Tax @ $0.39/sf,,Existing,2014 Tax @ $0.39/sf,,,Fairfield,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.12,,,38.252641,,,,,,,-122.033916,North Bay/Santa Rosa,,,,,,,,0,,,10,1,,,,,,,,,,,,912 N Texas St,"Fairfield, CA  945335611",,Todd & Janel Delorefice,,0030-211-010,0030-211-010,2.13,,100,,,,,,,,336546,Office,,,4700,,SO0233,,,,,1 Star,CA,,,,,Solano County,Fairfield/Suisun City,2014,0.39,1839.28,,,,,,,,,,,0,,,,2082,,,1952,,945335742,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,307 Parker St,C,,,2013 Tax @ $0.98/sf,,Existing,2013 Tax @ $0.98/sf,,,Vacaville,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.0341,8/25/2011 12:00,,38.356111,,,,,,,-121.989744,North Bay/Santa Rosa,,,,,,,,0,,,11,1,,,,,,,,,,,,560 Buck Ave,"Vacaville, CA  95688",,Griffin R A Family 1977 Trust,,0130-183-160,0130-183-160,3.52,,100,,,,,,,,5584754,Office,,,3129,,AJ9LRA,,,,,2 Star,CA,,,,,Solano County,Vacaville/Dixon,2013,0.98,3078.18,,,,,,,,,,,0,,,,3129,,,1952,,95688,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,900 1st St,B,,,2013 Tax @ $3.33/sf,,Existing,2013 Tax @ $3.33/sf,,,Benicia,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.16,36900,800000,38.05137,,,,,,,-122.157089,North Bay/Santa Rosa,,,,,,,,0,,,10,1,,,,,,,,,,,,900 1st St,"Benicia, CA 945103218",,Bartolazzo R A & S M Trust,,0089-051-140,0089-051-140,2.41,,100,,,,,,,,6114949,Office,,,4147,,AV7MNA,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,3.33,13805.18,,,,,,,,,,,0,,,,4146,,,1952,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,202 Military East St,B,,,2013 Tax @ $1.38/sf,,Existing,2013 Tax @ $1.38/sf,,,Benicia,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.1343,,,38.0534115,,,,,,,-122.1529377,North Bay/Santa Rosa,,,,,,,,0,,,8,1,,,,,,,,,,,,1 Christian St,"Philadelphia, PA 19147",,Comyns Therese A,,0088-116-010,0088-116-010,3.83,,100,,,,,,,,6102399,Office,,,2087,Medical,AP982A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.38,2882.06,,,,,,,,,,,0,,,,2087,,,1952,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1808-1810 Springs Rd,B,,,2013 Tax @ $0.81/sf,,Existing,2013 Tax @ $0.81/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.21,35726,300000,38.106316,,,,,,,-122.222272,North Bay/Santa Rosa,,,,,,,,0,,,20,1,,,,,,,,,,,,1654 Jeni Ln,"Fairfield, CA 94534",,Bustos Marcelino M,7078637303,0069-150-330,0069-150-330,3.87,,100,,,,,,,,6080122,Office,,,5169,,AAVB3A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.81,4211.18,,,,,,,,,,,0,,,,5169,,,1952,,94591,
,,,,,,,,,,,,13.32,,-,13.32,-,-,-,-,,545 Pennsylvania Ave,C,,,2013 Tax @ $0.99/sf,,Existing,2013 Tax @ $0.99/sf,,,Fairfield,,,,,,,Solano,,509,,1800,Modified Gross,1800,,,,,,,429000,Y,,,,0.6379,,,38.2480297,1300 Oliver Rd Suite # 300,"Fairfield, CA  945343413",Ron Waslohn,7074219958,"Premier Commercial, Inc.",7074367300,-122.0502493,North Bay/Santa Rosa,,1800,1800,,,,,0,,,,1,,,,,,,,,,,,1300 Oliver Rd,"Fairfield, CA  945343475",,Ronald W Waslohn,,0031-190-120,0031-190-120,,,0,,Ron Waslohn,1300 Oliver Rd Suite # 300,"Fairfield, CA  945343413",Ron Waslohn,"Premier Commercial, Inc.",7074367300,823372,Office,,,1800,,SO7897,Direct - Modified Gross,,1800,,2 Star,CA,,0,,0,Solano County,Fairfield/Suisun City,2013,0.99,1780.94,,,,1800,,,1800,0,1800,0,1800,,,,1800,,,1953,,945336029,CT
,,,,,,,,,,,,-,,-,-,-,-,-,-,,422-426 1st St,C,,,2013 Tax @ $0.88/sf,,Existing,2013 Tax @ $0.88/sf,,,Benicia,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.11,,,38.0477342,,,,,,,-122.1597592,North Bay/Santa Rosa,,,,,,,,0,,,10,2,,,,,,,,,,,,2 Ridge Cir,"Benicia, CA 94510",,Lipman Roger E,,0089-372-010,0089-372-010,2.08,,100,,,,,,,,6109843,Office,,,4807,,AU2F2A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.88,4212.3,,,,,,,,,,,0,,,,2403,,,1953,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,919 2nd St,C,,,2013 Tax @ $0.20/sf,,Existing,2013 Tax @ $0.20/sf,,,Benicia,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.18,,,38.0527251,,,,,,,-122.1594197,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,901 2nd St,"Benicia, CA 94510",,Passalacqua Funeral Homes Inc,7077453130,0089-041-130,0089-041-130,,,100,,,,,,,,6121047,Office,,,2372,,A27O4A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.2,483.46,,,,,,,,,,,0,,,,2371,,,1953,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1971 Broadway St,C,,,2013 Tax @ $0.72/sf; 2012 Ops @ $0.85/sf,,Existing,2013 Tax @ $0.72/sf; 2012 Ops @ $0.85/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.1607,,,38.1393604,,,Rick Devries,,Rick Devries,5303185337,-122.252686,North Bay/Santa Rosa,,,,,,,,0,,,10,1,,,,,,,,,,,,2525 Clay Bank Rd,"Fairfield, CA 94533",,United Properties Llc,,0052-040-110,0052-040-110,2.36,,100,,Rick Devries,,,,,,7824928,Office,,,4238,,BY44HA,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.72,3065.76,,,,,,,,,,,0,,,,4816,,,1953,,94589,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1400 Springs Rd,C,,,2013 Tax @ $1.67/sf,,Existing,2013 Tax @ $1.67/sf,,,Vallejo,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.08,,,38.1062712,,,,,,,-122.2262065,North Bay/Santa Rosa,,,,,,,,0,,,2,1,,,,,,,,,,,,1400 Springs Rd,"Vallejo, CA 94591",,Basra Rita K,,0069-135-140,0069-135-140,1.54,,100,,,,,,,,6218786,Office,,,1300,,ATK64A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.67,2171.5,,,,,,,,,,,0,,,,1300,,,1953,,94591,C-L Linear Commercial Dis
,,,,,,,,,,,,-,,-,-,-,-,-,-,,24 California St,C,,,2011 Tax @ $0.61/sf,,Existing,2011 Tax @ $0.61/sf,,,Vacaville,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.4477,,,38.33915,,,,,,,-121.996,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,759 Starfish Dr,"Vallejo, CA  94591",,Espinosa Nestor & Aurora Trust,,0053-152-190,0053-152-190,,,100,,,,,,,,678816,Office,,,7500,,SO7134,,,,,2 Star,CA,,,,,Solano County,Vacaville/Dixon,2011,0.61,4538,,,,,,,,,,,0,,,,7500,,,1954,,95687,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,24 California St,C,,Neely's Car Clinic,2001 Tax @ $0.68/sf,,Existing,2001 Tax @ $0.68/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.448,37225,345000,38.120798,,,,,,,-122.253396,North Bay/Santa Rosa,,,,,,,,0,,,12,2,,,,,,,,,,,,759 Starfish Dr,"Vallejo, CA 94591",,Espinosa Nestor S & A A,,0053-152-190,0053-152-190,1.73,,100,,,,,,,,4363826,Office,,,6600,Office/Residential,A7FZKA,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2001,0.68,4464,,,,,,,,,,,0,,,,5000,,,1954,,94590,"IU, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1433 Springs Rd,C,,,2013 Tax @ $3.27/sf,,Existing,2013 Tax @ $3.27/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.16,37939,400000,38.105889,,,,,,,-122.225796,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,669 Chaucer Ln,"American Canyon, CA 94503",,Arvin Richard & Sharareh,,0071-017-180,0071-017-180,3.02,,100,,,,,,,,6080041,Office,,,1656,,AATF3A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,3.27,5408.44,,,,,,,,,,,0,,,,1656,,,1954,,94591,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,187 Main St,B,,,2013 Tax @ $1.78/sf,,Existing,2013 Tax @ $1.78/sf,,,Rio Vista,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.0826,5/20/2013 12:00,"280,000.00",38.156235,25 S 3rd St,"Rio Vista, CA  945711844",Sam Richards,7073746866,Richards Real Estate,9167777762,-121.69174,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,202 Rivera Dr,"Rio Vista, CA  94571",Hale Conklin,Hale Conklin & Susan Schaefer,7073745650,0049-165-010,0049-165-010,,,100,,Sam Richards,,,,,,771175,Office,,,2100,,SO1557,,,,,2 Star,CA,,,,,Solano County,Outer Solano County,2013,1.78,3739.24,,,,,,,,,,,0,,,,2100,,,1955,,945711844,"C2, Rio Vista"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2170 Columbus Pkwy,C,,,2013 Tax @ $2.39/sf,,Existing,2013 Tax @ $2.39/sf,,,Benicia,,,,,,,Solano,,,,,,,,,,,,,,N,,,,2.47,39013,850000,38.0828364,,,,,,,-122.1939027,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,22990 Clawiter Rd,"Hayward, CA 945451317",,National Wide Corp,,0079-020-360,0079-020-360,,,100,,,,,,,,5513133,Office,,,4500,,AARQQA,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,2.39,10736.34,,,,,,,,,,,0,,,,4500,,,1955,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1121 Florida St,C,,,2013 Tax @ $1.20/sf,,Existing,2013 Tax @ $1.20/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.1492,,,38.1046848,,,,,,,-122.2474892,North Bay/Santa Rosa,,,,,,,,0,,,4,1,,,,,,,,,,,,,,,Northland Stonebridge Trust,,0056-152-020,0056-152-020,2.76,,100,,,,,,,,6036879,Office,,,1448,,AKWQ1A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.2,1738.16,,,,,,,,,,,0,,,,1447,,,1955,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2418 Sonoma Blvd,C,,,2013 Tax @ $0.98/sf,,Existing,2013 Tax @ $0.98/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.0474,40889,95000,38.1086065,1600 Tennessee St,"Vallejo, CA 945904629",Bill Elliott,,Elliott Real Estate,7075528400,-122.2545568,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,281 Scotts Vly,"Hercules, CA 94547",,Wing W Lam,,0056-076-180,0056-076-180,4.2,,100,,Bill Elliott,,,,,,6004843,Office,,,1200,Medical,A1GM1A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,0.98,1172.64,,,,,,,,,,,0,,,,1200,,,1955,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1909-1911 Springs Rd,C,,,2013 Tax @ $2.95/sf,,Existing,2013 Tax @ $2.95/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.07,,,38.1058897,,,,,,,-122.2200552,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,1450 Legend Cir,"Vallejo, CA 94591",,Macalino James & Erminia,7076423044,0071-052-490,0071-052-490,,,100,,,,,,,,6083041,Office,,,1096,,ACRR2A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,2.95,3237.44,,,,,,,,,,,0,,,,1096,,,1955,,94591,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2600-2624 Springs Rd,C,,,2013 Tax @ $1.15/sf,,Existing,2013 Tax @ $1.15/sf,,,Vallejo,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.63,,,38.1062269,,,Rudy David,,David Realty,7073331333,-122.2082749,North Bay/Santa Rosa,,,,,,,,0,,,14,1,,,,,,,,,,,,2600 Springs Rd,"Vallejo, CA 945915713",,Editha A Valmonte,,0069-202-010,0069-202-010,1.8,,100,,Rudy David,,,,,,6093073,Office,,,7792,,AJ7J2A,,,,,1 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.15,8951.92,,,,,,,,,,,0,,,,7791,,,1955,,94591,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,127 E H St,C,,,2013 Tax @ $1.19/sf,,Existing,2013 Tax @ $1.19/sf,,,Benicia,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.09,,,38.0505208,,,,,,,-122.1572411,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,127 E H St,"Benicia, CA 94510",,Donald P Musante CPA,7077455252,0089-052-310,0089-052-310,,,100,,,,,,,,6121041,Office,,,3848,,A27L4A,,,,,2 Star,CA,,,,,Solano County,Benicia/Vallejo,2013,1.19,4589.72,,,,,,,,,,,0,,,,3848,,,1956,,94510,Neighborhood General
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1505 W Texas St,C,,Church of God of Prophesy,2014 Tax @ $0.91/sf,Studio of Dancing,Existing,2014 Tax @ $0.91/sf,,,Fairfield,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.2583,,,38.24898,1505 W Texas St,"Fairfield, CA  945335975",Peter Lynch,7074251969,Mountain Pacific Surveys,7074256234,-122.055574,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,1505 W Texas St,"Fairfield, CA  945335975",,Lynch Christopher P & T P,,0031-182-160,0031-182-160,,,100,,Peter Lynch,,,,,,336520,Office,,,3550,,SO0207,,,,,2 Star,CA,,,,,Solano County,Fairfield/Suisun City,2014,0.91,3221.14,,,,,,,,,,,0,,,,3550,,,1958,,945335975,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,840 Lovers Ln,C,,,2013 Tax @ $1.02/sf,,Existing,2013 Tax @ $1.02/sf,,,Vacaville,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.1929,,,38.3500038,,,,,,,-121.9958039,North Bay/Santa Rosa,,,,,,,,0,,,15,1,,,,,,,,,,,,3248 Congressional Cir,"Fairfield, CA  94534",,Wang Li Fen,,0126-334-050,0126-334-050,5.69,,100,,,,,,,,5636418,Office,,,2636,,AGRQSA,,,,,2 Star,CA,,,,,Solano County,Vacaville/Dixon,2013,1.02,2698.6,,,,,,,,,,,0,,,,2636,,,1958,,95688,
